,US-SP500,UK-FTSE100,JPN-Nikke225
2007/4/13,1452.85,6462.43,17363.95
2007/4/16,1468.47,6516.22,17628.3
2007/4/17,1471.48,6497.78,17527.45
2007/4/18,1472.5,6449.36,17667.33
2007/4/19,1470.73,6440.57,17371.97
2007/4/20,1484.35,6486.75,17452.62
2007/4/23,1480.93,6479.71,17455.37
2007/4/24,1480.41,6429.54,17451.77
2007/4/25,1495.42,6461.95,17236.16
2007/4/26,1494.25,6469.38,17429.17
2007/4/27,1494.07,6418.67,17400.41
2007/4/30,1482.37,6449.21,17400.41
2007/5/1,1486.3,6419.61,17274.98
2007/5/2,1495.92,6484.45,17394.92
2007/5/3,1502.39,6537.77,17394.92
2007/5/4,1505.62,6603.66,17394.92
2007/5/7,1509.48,6603.66,17669.83
2007/5/8,1507.72,6550.43,17656.84
2007/5/9,1512.58,6549.6,17748.12
2007/5/10,1491.47,6524.12,17736.96
2007/5/11,1505.85,6565.67,17553.72
2007/5/14,1503.15,6555.5,17677.94
2007/5/15,1501.19,6568.65,17512.98
2007/5/16,1514.14,6559.45,17529
2007/5/17,1512.75,6579.25,17498.6
2007/5/18,1522.75,6640.92,17399.58
2007/5/21,1525.1,6636.79,17556.87
2007/5/22,1524.12,6606.61,17680.05
2007/5/23,1522.28,6616.4,17705.12
2007/5/24,1507.51,6565.45,17696.97
2007/5/25,1515.73,6570.55,17481.21
2007/5/28,1515.73,6570.55,17587.59
2007/5/29,1518.11,6606.48,17672.56
2007/5/30,1530.23,6602.08,17588.26
2007/5/31,1530.62,6621.45,17875.75
2007/6/1,1536.34,6676.66,17958.88
2007/6/4,1539.18,6664.11,17973.42
2007/6/5,1530.95,6632.8,18053.81
2007/6/6,1517.38,6522.69,18040.93
2007/6/7,1490.72,6505.12,18053.38
2007/6/8,1507.67,6505.11,17779.09
2007/6/11,1509.12,6567.52,17834.48
2007/6/12,1493,6520.45,17760.91
2007/6/13,1515.67,6559.56,17732.77
2007/6/14,1522.97,6649.92,17842.29
2007/6/15,1532.91,6732.4,17971.49
2007/6/18,1531.05,6703.5,18149.52
2007/6/19,1533.7,6650.24,18163.61
2007/6/20,1512.84,6649.25,18211.68
2007/6/21,1522.19,6595.99,18240.3
2007/6/22,1502.56,6567.35,18188.63
2007/6/25,1497.74,6588.41,18087.48
2007/6/26,1492.89,6559.28,18066.11
2007/6/27,1506.34,6527.57,17849.28
2007/6/28,1505.71,6571.28,17932.27
2007/6/29,1503.35,6607.9,18138.36
